TESTNUM,POINTNUM,TIME,POSIT,FORCE,EXT,CH5,CH6,CH7,CH8
887,57,20.049,0,1180.079346,0.03170684,,,,
887,58,20.147,0,1208.529785,0.033255961,,,,
887,59,20.253,0,1237.360596,0.035465099,,,,
887,60,20.351,0,1266.970459,0.037545901,,,,
887,61,20.447,0,1296.0271,0.04007582,,,,
887,62,20.549,0,1324.988403,0.042642429,,,,
887,63,20.651,0,1382.322144,0.046519861,,,,
887,64,20.852,0,1442.111572,0.05291808,,,,
887,65,20.949,0,1472.214233,0.05621798,,,,
887,66,21.057,0,1501.662598,0.059829582,,,,
887,67,21.15,0,1530.016724,0.061433729,,,,
887,68,21.252,0,1558.638306,0.065173663,,,,
887,69,21.349,0,1587.021973,0.068748593,,,,
887,70,21.452,0,1615.714844,0.07245183,,,,
887,71,21.548,0,1645.079468,0.076613434,,,,
887,72,21.65,0,1673.242676,0.079271682,,,,
887,73,21.752,0,1700.829224,0.083827414,,,,
887,74,21.848,0,1728.195435,0.088062361,,,,
887,75,21.951,0,1755.264404,0.092938907,,,,
887,76,22.047,0,1808.492065,0.102178723,,,,
887,77,22.15,0,1834.53772,0.108815253,,,,
887,78,22.253,0,1859.227783,0.115946747,,,,
887,79,22.351,0,1883.317017,0.123133287,,,,
887,80,22.448,0,1906.841309,0.130640641,,,,
887,81,22.548,0,1929.990967,0.13832213,,,,
887,82,22.649,0,1953.18811,0.146599472,,,,
887,83,22.752,0,1975.956909,0.155610114,,,,
887,84,22.848,0,1997.072632,0.164684936,,,,
887,85,22.95,0,2017.046509,0.174135566,,,,
887,86,23.048,0,2036.312866,0.183787867,,,,
887,87,23.15,0,2055.299561,0.193843484,,,,
887,88,23.249,0,2073.001953,0.203550786,,,,
887,89,23.348,0,2091.715088,0.212808937,,,,
887,90,23.45,0,2124.8125,0.238548413,,,,
887,91,23.552,0,2139.285645,0.252288938,,,,
887,92,23.65,0,2152.855225,0.265754491,,,,
887,93,23.75,0,2165.604004,0.28019172,,,,
887,94,23.852,0,2179.054443,0.295087218,,,,
887,95,23.949,0,2191.387207,0.310734421,,,,
887,96,24.149,0,2211.907471,0.343183726,,,,
887,97,24.349,0,2231.036621,0.37724638,,,,
887,98,24.547,0,2249.606689,0.411620647,,,,
887,99,24.65,0,2265.364258,0.450550675,,,,
887,100,24.849,0,2279.254639,0.491662353,,,,
887,101,25.052,0,2293.59082,0.533883154,,,,
887,102,25.252,0,2307.231445,0.579578042,,,,
887,103,25.45,0,2318.76709,0.624759614,,,,
887,104,25.647,0,2330.42749,0.669932008,,,,
887,105,25.848,0,2344.377197,0.716305196,,,,
887,106,26.051,0,2360.75293,0.787372887,,,,
887,107,26.253,0,2372.28833,0.837046027,,,,
887,108,26.449,0,2384.031982,0.88771832,,,,
887,109,26.751,0,2400.360107,0.963121772,,,,
887,110,26.949,0,2412.068115,1.012483239,,,,
887,111,27.151,0,2428.675537,1.089004993,,,,
887,112,27.452,0,2444.896484,1.166058421,,,,
887,113,27.751,0,2461.218506,1.243386745,,,,
887,114,28.05,0,2477.130127,1.319615245,,,,
887,115,28.35,0,2492.887207,1.397172809,,,,
887,116,28.547,0,2508.358887,1.475271225,,,,
887,117,28.848,0,2524.64502,1.555001259,,,,
887,118,29.151,0,2540.199951,1.631990433,,,,
887,119,29.453,0,2556.075684,1.713608742,,,,
887,120,29.751,0,2575.769043,1.822634816,,,,
887,121,30.05,0,2591.775391,1.906966448,,,,
887,122,30.351,0,2606.010254,1.99243474,,,,
887,123,30.65,0,2621.594482,2.074822903,,,,
887,124,30.947,0,2636.185791,2.158751249,,,,
887,125,31.151,0,2651.508545,2.247739315,,,,
887,126,31.448,0,2664.988037,2.33488512,,,,
887,127,31.748,0,2680.631836,2.42107749,,,,
887,128,32.049,0,2694.372803,2.511807203,,,,
887,129,32.352,0,2708.952148,2.603847742,,,,
887,130,32.651,0,2727.33667,2.726816177,,,,
887,131,32.951,0,2741.113525,2.820515871,,,,
887,132,33.248,0,2754.670166,2.915022135,,,,
887,133,33.481,0,2769.291016,3.010454416,,,,
887,134,40.232,0,3025.20874,3.010454416,,,,
887,135,40.529,0,3042.908936,3.010454416,,,,
887,136,40.625,0,3061.661377,3.010454416,,,,
887,137,40.83,0,3080.294922,3.010454416,,,,
887,138,41.029,0,3098.019043,3.010454416,,,,
887,139,41.227,0,3118.703857,3.010454416,,,,
887,140,41.426,0,3132.622559,3.010454416,,,,
887,141,41.627,0,3145.577881,3.010454416,,,,
887,142,41.826,0,3157.730713,3.010454416,,,,
887,143,41.929,0,3170.031982,3.010454416,,,,
887,144,42.125,0,3181.845947,3.010454416,,,,
887,145,42.425,0,3198.226074,3.010454416,,,,
887,146,42.728,0,3214.55249,3.010454416,,,,
887,147,43.031,0,3229.315186,3.010454416,,,,
887,148,43.231,0,3244.238525,3.010454416,,,,
887,149,43.531,0,3257.348389,3.010454416,,,,
887,150,43.828,0,3270.243896,3.010454416,,,,
887,151,44.125,0,3282.099121,3.010454416,,,,
887,152,44.429,0,3297.307861,3.010454416,,,,
887,153,44.825,0,3311.374756,3.010454416,,,,
887,154,45.227,0,3324.300293,3.010454416,,,,
887,155,45.626,0,3335.912109,3.010454416,,,,
887,156,46.026,0,3350.014648,3.010454416,,,,
887,157,46.532,0,3362.404785,3.010454416,,,,
887,158,47.126,0,3377.488281,3.010454416,,,,
887,159,47.73,0,3389.081787,3.010454416,,,,
887,160,48.425,0,3402.209473,3.010454416,,,,
887,161,49.327,0,3413.945557,3.010454416,,,,
887,162,50.426,0,3426.068359,3.010454416,,,,
887,163,52.329,0,3438.333496,3.010454416,,,,
887,164,54.028,0,3441.603516,3.010454416,,,,
887,165,57.529,0,3429.730713,3.010454416,,,,
887,166,58.927,0,3418.143066,3.010454416,,,,
887,167,60.029,0,3405.996582,3.010454416,,,,
887,168,60.927,0,3393.921387,3.010454416,,,,
887,169,61.528,0,3382.250732,3.010454416,,,,
887,170,62.129,0,3369.48584,3.010454416,,,,
887,171,62.528,0,3356.025146,3.010454416,,,,
887,172,62.93,0,3342,3.010454416,,,,
887,173,63.23,0,3329.550293,3.010454416,,,,
887,174,63.531,0,3314.585693,3.010454416,,,,
887,175,63.728,0,3296.874023,3.010454416,,,,
887,176,63.93,0,3282.444336,3.010454416,,,,
887,177,64.125,0,3267.6875,3.010454416,,,,
887,178,64.329,0,3250.641602,3.010454416,,,,
887,179,64.531,0,3231.901611,3.010454416,,,,
887,180,64.728,0,3211.924561,3.010454416,,,,
887,181,64.929,0,3189.634766,3.010454416,,,,
887,182,65.028,0,3166.102051,3.010454416,,,,
887,183,65.13,0,3153.324951,3.010454416,,,,
887,184,65.228,0,3139.477783,3.010454416,,,,
887,185,65.33,0,3125.660156,3.010454416,,,,
887,186,65.426,0,3110.593994,3.010454416,,,,
887,187,65.528,0,3094.600098,3.010454416,,,,
887,188,65.63,0,3078,3.010454416,,,,
887,189,65.727,0,3060.175049,3.010454416,,,,
887,190,65.827,0,3040.774414,3.010454416,,,,
887,191,65.93,0,3020.000244,3.010454416,,,,
887,192,66.026,0,2997.804932,3.010454416,,,,
887,193,66.128,0,2973.130371,3.010454416,,,,
887,194,66.23,0,2916.009766,3.010454416,,,,
887,195,66.426,0,2841.306885,3.010454416,,,,
887,196,66.531,0,2793.080322,3.010454416,,,,
887,197,66.626,0,2731.921143,3.010454416,,,,
887,198,66.728,0,2652.792969,3.010454416,,,,
887,199,66.825,0,2545.949463,3.010454416,,,,
887,200,66.825,0,2545.949463,3.010454416,,,,
