Time(s) 	 Filtered Altitude MSL(m) 	 Filtered Altitude AGL(m) 	 Filtered Velocity(m/s) 	 Filtered Acceleration(m/s/s) 	 Altitude MSL(m)  	 Altitude AGL(m) 	 Velocity(m/s) 	 Acceleration (m/s/s)1.17	4.44	-289.47	3.79	3.24	88.77	-205.14	75.80	64.73
1.34	12.87	-281.04	48.74	259.83	88.75	-205.15	-0.08	-438.62
1.52	20.46	-273.44	44.13	-26.78	88.81	-205.10	0.33	2.36
1.69	27.30	-266.61	39.50	-26.76	88.80	-205.11	-0.06	-2.22
1.86	33.45	-260.46	35.57	-22.77	88.85	-205.06	0.29	2.02
2.04	38.99	-254.91	31.87	-21.27	88.94	-204.97	0.51	1.27
2.21	43.98	-249.92	28.35	-19.97	88.84	-205.06	-0.55	-6.04
2.39	48.47	-245.44	25.47	-16.37	88.78	-205.13	-0.38	0.98
2.56	52.50	-241.41	23.03	-13.92	88.77	-205.13	-0.02	2.01
2.74	56.13	-237.78	20.87	-12.43	88.85	-205.06	0.44	2.65
2.91	59.40	-234.51	18.69	-12.49	88.81	-205.10	-0.25	-3.95
3.09	62.34	-231.56	16.91	-10.19	88.84	-205.06	0.23	2.77
3.26	64.99	-228.91	15.14	-10.11	88.84	-205.07	-0.05	-1.61
3.43	67.38	-226.53	13.73	-8.13	88.92	-204.98	0.49	3.13
3.61	69.53	-224.38	12.27	-8.33	88.78	-205.12	-0.79	-7.33
3.79	71.45	-222.45	10.82	-8.17	88.78	-205.13	-0.03	4.27
3.96	73.18	-220.72	9.95	-4.99	88.75	-205.16	-0.16	-0.76
4.14	74.74	-219.17	8.88	-6.10	88.70	-205.20	-0.27	-0.60
4.32	76.14	-217.77	7.73	-6.35	88.76	-205.14	0.33	3.32
4.49	77.40	-216.50	7.23	-2.86	88.82	-205.08	0.34	0.03
4.67	78.55	-215.36	6.53	-3.99	88.85	-205.05	0.17	-0.98
4.84	79.58	-214.33	5.88	-3.72	88.83	-205.08	-0.12	-1.65
5.02	80.50	-213.40	5.34	-3.12	88.90	-205.00	0.42	3.13
5.19	81.34	-212.56	4.80	-3.09	88.90	-205.00	-0.02	-2.53
5.37	82.10	-211.80	4.27	-2.99	88.98	-204.93	0.44	2.56
5.54	82.79	-211.11	3.93	-1.94	88.98	-204.93	-0.01	-2.53
5.72	83.41	-210.49	3.54	-2.22	88.99	-204.91	0.08	0.48
5.89	83.97	-209.94	3.23	-1.80	88.99	-204.91	0.02	-0.32
6.07	84.47	-209.43	2.87	-2.04	89.04	-204.87	0.24	1.25
6.24	84.92	-208.98	2.59	-1.59	88.93	-204.98	-0.63	-5.02
6.42	85.32	-208.59	2.26	-1.88	88.84	-205.07	-0.52	0.66
6.59	85.67	-208.23	2.02	-1.40	88.82	-205.08	-0.07	2.57
6.77	85.99	-207.91	1.85	-0.96	88.96	-204.95	0.76	4.74
6.94	86.29	-207.62	1.66	-1.08	88.93	-204.97	-0.14	-5.02
7.12	86.55	-207.35	1.52	-0.78	88.97	-204.94	0.21	2.01
7.29	86.80	-207.11	1.39	-0.74	88.98	-204.92	0.09	-0.73
7.47	87.01	-206.89	1.23	-0.94	88.90	-205.00	-0.47	-3.16
7.64	87.20	-206.71	1.07	-0.90	88.84	-205.06	-0.35	0.67
7.82	87.37	-206.54	0.97	-0.58	88.96	-204.95	0.67	5.81
7.99	87.53	-206.38	0.91	-0.34	88.95	-204.95	-0.04	-4.09
8.17	87.67	-206.24	0.81	-0.55	88.92	-204.98	-0.16	-0.70
8.34	87.79	-206.11	0.71	-0.58	88.89	-205.02	-0.22	-0.34
8.52	87.91	-206.00	0.65	-0.34	89.00	-204.91	0.64	4.89
8.69	88.01	-205.89	0.60	-0.29	88.90	-205.00	-0.55	-6.85
8.87	88.10	-205.81	0.49	-0.61	88.87	-205.04	-0.19	2.05
9.05	88.17	-205.73	0.42	-0.42	88.80	-205.10	-0.37	-1.03
9.22	88.23	-205.67	0.35	-0.41	88.76	-205.15	-0.27	0.57
9.40	88.29	-205.62	0.31	-0.21	88.80	-205.11	0.24	2.85
9.57	88.34	-205.57	0.28	-0.17	88.75	-205.16	-0.28	-2.98
9.75	88.38	-205.53	0.24	-0.22	88.76	-205.14	0.08	2.09
9.92	88.42	-205.49	0.22	-0.09	88.78	-205.13	0.08	-0.01
10.10	88.46	-205.45	0.21	-0.07	88.81	-205.10	0.16	0.45
10.27	88.49	-205.42	0.19	-0.14	88.76	-205.15	-0.30	-2.63
10.45	88.51	-205.39	0.14	-0.26	88.72	-205.19	-0.21	0.50
