Time(s) 	 Filtered Altitude MSL(m) 	 Filtered Altitude AGL(m) 	 Filtered Velocity(m/s) 	 Filtered Acceleration(m/s/s) 	 Altitude MSL(m)  	 Altitude AGL(m) 	 Velocity(m/s) 	 Acceleration (m/s/s) 	 Chute Arm 	 Chute Release15.25	4.76	-90.45	0.31	0.02	95.20	-0.01	6.24	0.41	0	0
15.43	13.80	-81.41	50.22	277.27	95.12	-0.09	-0.43	-37.05	0	0
15.61	21.94	-73.27	44.96	-29.06	95.24	0.03	0.66	6.01	0	0
15.79	29.27	-65.94	40.73	-23.53	95.25	0.05	0.06	-3.32	0	0
15.97	35.87	-59.33	36.28	-24.45	95.33	0.13	0.46	2.16	0	0
16.16	41.82	-53.39	32.32	-21.52	95.34	0.13	0.02	-2.37	0	0
16.34	47.17	-48.04	29.56	-15.24	95.31	0.10	-0.18	-1.10	0	0
16.52	51.98	-43.22	26.59	-16.40	95.29	0.09	-0.08	0.54	0	0
16.70	56.30	-38.90	23.76	-15.58	95.14	-0.06	-0.83	-4.12	0	0
16.88	60.20	-35.01	21.38	-13.06	95.28	0.08	0.79	8.90	0	0
17.06	63.70	-31.50	19.38	-11.03	95.27	0.06	-0.08	-4.80	0	0
17.25	66.87	-28.34	17.37	-11.05	95.37	0.16	0.54	3.42	0	0
17.43	69.71	-25.50	15.63	-9.59	95.24	0.04	-0.69	-6.80	0	0
17.61	72.26	-22.94	14.10	-8.42	95.23	0.02	-0.10	3.30	0	0
17.79	74.56	-20.65	12.62	-8.12	95.25	0.04	0.12	1.22	0	0
17.97	76.62	-18.58	11.34	-7.04	95.16	-0.05	-0.50	-3.44	0	0
18.15	78.48	-16.72	10.28	-5.87	95.30	0.10	0.80	7.22	0	0
18.33	80.16	-15.04	9.27	-5.58	95.22	0.02	-0.44	-6.87	0	0
18.51	81.67	-13.54	8.33	-5.20	95.25	0.04	0.15	3.27	0	0
18.69	83.03	-12.18	7.53	-4.42	95.20	-0.00	-0.25	-2.26	0	0
18.87	84.24	-10.96	6.76	-4.29	95.18	-0.02	-0.12	0.75	0	0
19.06	85.34	-9.87	6.05	-3.93	95.20	-0.01	0.10	1.21	0	0
19.24	86.32	-8.88	5.46	-3.28	95.22	0.02	0.13	0.15	0	0
19.42	87.21	-8.00	4.81	-3.53	95.11	-0.09	-0.60	-3.95	0	0
19.60	88.01	-7.20	4.42	-2.12	95.32	0.11	1.12	9.52	0	0
19.79	88.74	-6.47	3.93	-2.68	95.24	0.03	-0.43	-8.39	0	0
