Scan #,Time,Uniaxial Gage C2A-13-250LW-120 on S1-Ch1 microstrain,Uniaxial Gage C2A-13-250LW-120 on S1-Ch2 microstrain
31239,0.00:05:12.39,-9636.00,1765.00
31240,0.00:05:12.40,-9636.00,1765.00
31241,0.00:05:12.41,-9636.00,1765.00
31242,0.00:05:12.42,-9636.00,1765.00
31243,0.00:05:12.43,-9636.00,1765.00
31244,0.00:05:12.44,-9636.00,1765.00
31245,0.00:05:12.45,-9636.00,1765.00
31246,0.00:05:12.46,-9636.00,1765.00
31247,0.00:05:12.47,-9636.00,1765.00
31248,0.00:05:12.48,-9636.00,1765.00
31249,0.00:05:12.49,-9635.00,1765.00
31250,0.00:05:12.50,-9635.00,1765.00
31251,0.00:05:12.51,-9635.00,1765.00
31252,0.00:05:12.52,-9635.00,1765.00
31253,0.00:05:12.53,-9635.00,1765.00
31254,0.00:05:12.54,-9634.00,1765.00
31255,0.00:05:12.55,-9634.00,1764.00
31256,0.00:05:12.56,-9634.00,1765.00
31257,0.00:05:12.57,-9634.00,1764.00
31258,0.00:05:12.58,-9634.00,1765.00
31259,0.00:05:12.59,-9634.00,1765.00
31260,0.00:05:12.60,-9634.00,1765.00
31261,0.00:05:12.61,-9634.00,1764.00
31262,0.00:05:12.62,-9634.00,1764.00
31263,0.00:05:12.63,-9633.00,1764.00
31264,0.00:05:12.64,-9633.00,1764.00
31265,0.00:05:12.65,-9633.00,1764.00
31266,0.00:05:12.66,-9633.00,1764.00
31267,0.00:05:12.67,-9633.00,1764.00
31268,0.00:05:12.68,-9633.00,1764.00
31269,0.00:05:12.69,-9632.00,1764.00
31270,0.00:05:12.70,-9633.00,1764.00
31271,0.00:05:12.71,-9632.00,1764.00
31272,0.00:05:12.72,-9632.00,1764.00
31273,0.00:05:12.73,-9632.00,1764.00
31274,0.00:05:12.74,-9631.00,1764.00
31275,0.00:05:12.75,-9632.00,1764.00
31276,0.00:05:12.76,-9631.00,1764.00
31277,0.00:05:12.77,-9631.00,1764.00
31278,0.00:05:12.78,-9631.00,1764.00
31279,0.00:05:12.79,-9631.00,1764.00
31280,0.00:05:12.80,-9631.00,1764.00
31281,0.00:05:12.81,-9630.00,1764.00
31282,0.00:05:12.82,-9630.00,1764.00
31283,0.00:05:12.83,-9630.00,1764.00
31284,0.00:05:12.84,-9630.00,1764.00
31285,0.00:05:12.85,-9630.00,1764.00
31286,0.00:05:12.86,-9630.00,1764.00
31287,0.00:05:12.87,-9629.00,1763.00
31288,0.00:05:12.88,-9629.00,1764.00
31289,0.00:05:12.89,-9629.00,1764.00
31290,0.00:05:12.90,-9629.00,1764.00
31291,0.00:05:12.91,-9629.00,1763.00
31292,0.00:05:12.92,-9629.00,1764.00
31293,0.00:05:12.93,-9629.00,1763.00
31294,0.00:05:12.94,-9629.00,1763.00
31295,0.00:05:12.95,-9628.00,1764.00
31296,0.00:05:12.96,-9628.00,1763.00
31297,0.00:05:12.97,-9628.00,1763.00
31298,0.00:05:12.98,-9628.00,1763.00
31299,0.00:05:12.99,-9628.00,1764.00
31300,0.00:05:13.00,-9628.00,1763.00
31301,0.00:05:13.01,-9628.00,1763.00
31302,0.00:05:13.02,-9628.00,1763.00
31303,0.00:05:13.03,-9628.00,1763.00
31304,0.00:05:13.04,-9627.00,1763.00
31305,0.00:05:13.05,-9627.00,1763.00
31306,0.00:05:13.06,-9627.00,1763.00
31307,0.00:05:13.07,-9627.00,1764.00
31308,0.00:05:13.08,-9627.00,1764.00
31309,0.00:05:13.09,-9626.00,1763.00
31310,0.00:05:13.10,-9626.00,1763.00
31311,0.00:05:13.11,-9626.00,1763.00
31312,0.00:05:13.12,-9626.00,1763.00
31313,0.00:05:13.13,-9626.00,1763.00
31314,0.00:05:13.14,-9626.00,1763.00
31315,0.00:05:13.15,-9625.00,1763.00
31316,0.00:05:13.16,-9625.00,1763.00
31317,0.00:05:13.17,-9625.00,1763.00
31318,0.00:05:13.18,-9625.00,1763.00
31319,0.00:05:13.19,-9625.00,1763.00
31320,0.00:05:13.20,-9625.00,1763.00
31321,0.00:05:13.21,-9625.00,1763.00
31322,0.00:05:13.22,-9625.00,1763.00
31323,0.00:05:13.23,-9625.00,1763.00
31324,0.00:05:13.24,-9624.00,1763.00
31325,0.00:05:13.25,-9624.00,1763.00
31326,0.00:05:13.26,-9624.00,1763.00
31327,0.00:05:13.27,-9624.00,1763.00
31328,0.00:05:13.28,-9624.00,1763.00
31329,0.00:05:13.29,-9624.00,1763.00
31330,0.00:05:13.30,-9623.00,1763.00
31331,0.00:05:13.31,-9624.00,1763.00
31332,0.00:05:13.32,-9623.00,1763.00
31333,0.00:05:13.33,-9623.00,1763.00
31334,0.00:05:13.34,-9623.00,1763.00
31335,0.00:05:13.35,-9623.00,1763.00
31336,0.00:05:13.36,-9623.00,1762.00
31337,0.00:05:13.37,-9623.00,1762.00
31338,0.00:05:13.38,-9622.00,1763.00
31339,0.00:05:13.39,-9622.00,1763.00
31340,0.00:05:13.40,-9622.00,1762.00
31341,0.00:05:13.41,-9622.00,1763.00
31342,0.00:05:13.42,-9622.00,1762.00
31343,0.00:05:13.43,-9622.00,1762.00
31344,0.00:05:13.44,-9622.00,1763.00
31345,0.00:05:13.45,-9621.00,1762.00
31346,0.00:05:13.46,-9621.00,1762.00
31347,0.00:05:13.47,-9621.00,1762.00
31348,0.00:05:13.48,-9621.00,1762.00
31349,0.00:05:13.49,-9621.00,1762.00
31350,0.00:05:13.50,-9620.00,1762.00
31351,0.00:05:13.51,-9621.00,1762.00
31352,0.00:05:13.52,-9620.00,1762.00
31353,0.00:05:13.53,-9620.00,1762.00
31354,0.00:05:13.54,-9620.00,1762.00
31355,0.00:05:13.55,-9620.00,1762.00
31356,0.00:05:13.56,-9619.00,1762.00
31357,0.00:05:13.57,-9620.00,1762.00
31358,0.00:05:13.58,-9619.00,1762.00
31359,0.00:05:13.59,-9619.00,1762.00
31360,0.00:05:13.60,-9619.00,1762.00
31361,0.00:05:13.61,-9619.00,1762.00
31362,0.00:05:13.62,-9619.00,1762.00
31363,0.00:05:13.63,-9619.00,1762.00
31364,0.00:05:13.64,-9619.00,1762.00
31365,0.00:05:13.65,-9619.00,1762.00
31366,0.00:05:13.66,-9619.00,1762.00
31367,0.00:05:13.67,-9619.00,1762.00
31368,0.00:05:13.68,-9619.00,1762.00
31369,0.00:05:13.69,-9618.00,1762.00
31370,0.00:05:13.70,-9618.00,1762.00
31371,0.00:05:13.71,-9618.00,1762.00
31372,0.00:05:13.72,-9618.00,1762.00
31373,0.00:05:13.73,-9618.00,1762.00
31374,0.00:05:13.74,-9618.00,1762.00
31375,0.00:05:13.75,-9618.00,1762.00
31376,0.00:05:13.76,-9617.00,1761.00
31377,0.00:05:13.77,-9617.00,1762.00
31378,0.00:05:13.78,-9617.00,1762.00
31379,0.00:05:13.79,-9617.00,1762.00
31380,0.00:05:13.80,-9617.00,1761.00
31381,0.00:05:13.81,-9617.00,1762.00
31382,0.00:05:13.82,-9616.00,1762.00
31383,0.00:05:13.83,-9616.00,1761.00
31384,0.00:05:13.84,-9616.00,1761.00
31385,0.00:05:13.85,-9616.00,1761.00
31386,0.00:05:13.86,-9616.00,1761.00
31387,0.00:05:13.87,-9616.00,1761.00
31388,0.00:05:13.88,-9616.00,1761.00
31389,0.00:05:13.89,-9616.00,1761.00
31390,0.00:05:13.90,-9615.00,1762.00
31391,0.00:05:13.91,-9615.00,1761.00
31392,0.00:05:13.92,-9615.00,1761.00
31393,0.00:05:13.93,-9615.00,1761.00
31394,0.00:05:13.94,-9615.00,1761.00
31395,0.00:05:13.95,-9615.00,1762.00
31396,0.00:05:13.96,-9615.00,1761.00
31397,0.00:05:13.97,-9615.00,1761.00
31398,0.00:05:13.98,-9615.00,1761.00
31399,0.00:05:13.99,-9615.00,1761.00
31400,0.00:05:14.00,-9614.00,1761.00
31401,0.00:05:14.01,-9614.00,1761.00
31402,0.00:05:14.02,-9614.00,1761.00
31403,0.00:05:14.03,-9614.00,1761.00
31404,0.00:05:14.04,-9614.00,1761.00
31405,0.00:05:14.05,-9614.00,1761.00
31406,0.00:05:14.06,-9614.00,1761.00
31407,0.00:05:14.07,-9613.00,1761.00
31408,0.00:05:14.08,-9613.00,1761.00
31409,0.00:05:14.09,-9613.00,1761.00
31410,0.00:05:14.10,-9613.00,1761.00
31411,0.00:05:14.11,-9613.00,1760.00
31412,0.00:05:14.12,-9612.00,1761.00
31413,0.00:05:14.13,-9613.00,1761.00
31414,0.00:05:14.14,-9612.00,1761.00
31415,0.00:05:14.15,-9612.00,1760.00
31416,0.00:05:14.16,-9612.00,1761.00
31417,0.00:05:14.17,-9612.00,1761.00
31418,0.00:05:14.18,-9612.00,1761.00
31419,0.00:05:14.19,-9612.00,1761.00
31420,0.00:05:14.20,-9612.00,1760.00
31421,0.00:05:14.21,-9612.00,1761.00
31422,0.00:05:14.22,-9611.00,1761.00
31423,0.00:05:14.23,-9611.00,1760.00
31424,0.00:05:14.24,-9611.00,1761.00
31425,0.00:05:14.25,-9611.00,1761.00
31426,0.00:05:14.26,-9611.00,1760.00
31427,0.00:05:14.27,-9611.00,1760.00
31428,0.00:05:14.28,-9611.00,1760.00
31429,0.00:05:14.29,-9611.00,1760.00
31430,0.00:05:14.30,-9610.00,1760.00
31431,0.00:05:14.31,-9610.00,1760.00
31432,0.00:05:14.32,-9610.00,1760.00
31433,0.00:05:14.33,-9610.00,1760.00
31434,0.00:05:14.34,-9610.00,1760.00
31435,0.00:05:14.35,-9610.00,1760.00
31436,0.00:05:14.36,-9610.00,1760.00
31437,0.00:05:14.37,-9610.00,1760.00
31438,0.00:05:14.38,-9609.00,1760.00
31439,0.00:05:14.39,-9609.00,1760.00
31440,0.00:05:14.40,-9609.00,1760.00
31441,0.00:05:14.41,-9609.00,1760.00
31442,0.00:05:14.42,-9609.00,1760.00
31443,0.00:05:14.43,-9609.00,1760.00
31444,0.00:05:14.44,-9609.00,1760.00
31445,0.00:05:14.45,-9609.00,1760.00
31446,0.00:05:14.46,-9608.00,1760.00
31447,0.00:05:14.47,-9608.00,1760.00
31448,0.00:05:14.48,-9608.00,1760.00
31449,0.00:05:14.49,-9608.00,1760.00
31450,0.00:05:14.50,-9608.00,1760.00
31451,0.00:05:14.51,-9608.00,1760.00
31452,0.00:05:14.52,-9608.00,1760.00
31453,0.00:05:14.53,-9607.00,1760.00
31454,0.00:05:14.54,-9607.00,1760.00
31455,0.00:05:14.55,-9607.00,1760.00
31456,0.00:05:14.56,-9607.00,1760.00
31457,0.00:05:14.57,-9607.00,1760.00
31458,0.00:05:14.58,-9607.00,1759.00
31459,0.00:05:14.59,-9606.00,1760.00
31460,0.00:05:14.60,-9607.00,1759.00
31461,0.00:05:14.61,-9606.00,1759.00
31462,0.00:05:14.62,-9606.00,1759.00
31463,0.00:05:14.63,-9606.00,1759.00
31464,0.00:05:14.64,-9606.00,1760.00
31465,0.00:05:14.65,-9606.00,1759.00
31466,0.00:05:14.66,-9606.00,1759.00
31467,0.00:05:14.67,-9606.00,1759.00
31468,0.00:05:14.68,-9605.00,1759.00
31469,0.00:05:14.69,-9605.00,1759.00
31470,0.00:05:14.70,-9605.00,1759.00
31471,0.00:05:14.71,-9606.00,1759.00
31472,0.00:05:14.72,-9605.00,1759.00
31473,0.00:05:14.73,-9605.00,1759.00
31474,0.00:05:14.74,-9605.00,1759.00
31475,0.00:05:14.75,-9605.00,1759.00
31476,0.00:05:14.76,-9605.00,1759.00
31477,0.00:05:14.77,-9604.00,1759.00
31478,0.00:05:14.78,-9605.00,1759.00
31479,0.00:05:14.79,-9605.00,1759.00
31480,0.00:05:14.80,-9604.00,1759.00
31481,0.00:05:14.81,-9604.00,1759.00
31482,0.00:05:14.82,-9604.00,1759.00
31483,0.00:05:14.83,-9604.00,1759.00
31484,0.00:05:14.84,-9604.00,1759.00
31485,0.00:05:14.85,-9604.00,1759.00
31486,0.00:05:14.86,-9603.00,1759.00
31487,0.00:05:14.87,-9603.00,1759.00
31488,0.00:05:14.88,-9603.00,1759.00
31489,0.00:05:14.89,-9603.00,1759.00
31490,0.00:05:14.90,-9603.00,1759.00
31491,0.00:05:14.91,-9603.00,1759.00
31492,0.00:05:14.92,-9603.00,1759.00
31493,0.00:05:14.93,-9603.00,1759.00
31494,0.00:05:14.94,-9603.00,1759.00
31495,0.00:05:14.95,-9603.00,1759.00
31496,0.00:05:14.96,-9603.00,1758.00
31497,0.00:05:14.97,-9603.00,1759.00
31498,0.00:05:14.98,-9603.00,1759.00
31499,0.00:05:14.99,-9602.00,1759.00
31500,0.00:05:15.00,-9602.00,1758.00
31501,0.00:05:15.01,-9602.00,1758.00
31502,0.00:05:15.02,-9602.00,1758.00
31503,0.00:05:15.03,-9602.00,1758.00
31504,0.00:05:15.04,-9602.00,1758.00
31505,0.00:05:15.05,-9601.00,1758.00
31506,0.00:05:15.06,-9602.00,1758.00
31507,0.00:05:15.07,-9602.00,1758.00
31508,0.00:05:15.08,-9601.00,1758.00
31509,0.00:05:15.09,-9601.00,1758.00
31510,0.00:05:15.10,-9601.00,1758.00
31511,0.00:05:15.11,-9601.00,1758.00
31512,0.00:05:15.12,-9601.00,1758.00
31513,0.00:05:15.13,-9601.00,1758.00
31514,0.00:05:15.14,-9600.00,1758.00
31515,0.00:05:15.15,-9600.00,1758.00
31516,0.00:05:15.16,-9600.00,1758.00
31517,0.00:05:15.17,-9600.00,1758.00
31518,0.00:05:15.18,-9600.00,1758.00
31519,0.00:05:15.19,-9600.00,1758.00
31520,0.00:05:15.20,-9600.00,1758.00
31521,0.00:05:15.21,-9600.00,1758.00
31522,0.00:05:15.22,-9599.00,1758.00
31523,0.00:05:15.23,-9600.00,1758.00
31524,0.00:05:15.24,-9599.00,1758.00
31525,0.00:05:15.25,-9599.00,1758.00
31526,0.00:05:15.26,-9599.00,1758.00
31527,0.00:05:15.27,-9599.00,1758.00
31528,0.00:05:15.28,-9599.00,1758.00
31529,0.00:05:15.29,-9599.00,1758.00
31530,0.00:05:15.30,-9599.00,1758.00
31531,0.00:05:15.31,-9599.00,1758.00
31532,0.00:05:15.32,-9599.00,1758.00
31533,0.00:05:15.33,-9598.00,1758.00
31534,0.00:05:15.34,-9598.00,1758.00
31535,0.00:05:15.35,-9598.00,1758.00
31536,0.00:05:15.36,-9598.00,1758.00
31537,0.00:05:15.37,-9598.00,1758.00
31538,0.00:05:15.38,-9598.00,1758.00
31539,0.00:05:15.39,-9597.00,1758.00
31540,0.00:05:15.40,-9597.00,1758.00
31541,0.00:05:15.41,-9597.00,1758.00
31542,0.00:05:15.42,-9597.00,1758.00
31543,0.00:05:15.43,-9597.00,1758.00
31544,0.00:05:15.44,-9597.00,1758.00
31545,0.00:05:15.45,-9597.00,1758.00
31546,0.00:05:15.46,-9597.00,1758.00
31547,0.00:05:15.47,-9597.00,1758.00
31548,0.00:05:15.48,-9597.00,1758.00
31549,0.00:05:15.49,-9597.00,1758.00
31550,0.00:05:15.50,-9597.00,1758.00
31551,0.00:05:15.51,-9597.00,1758.00
31552,0.00:05:15.52,-9596.00,1758.00
31553,0.00:05:15.53,-9596.00,1758.00
31554,0.00:05:15.54,-9596.00,1758.00
31555,0.00:05:15.55,-9596.00,1758.00
31556,0.00:05:15.56,-9596.00,1758.00
31557,0.00:05:15.57,-9596.00,1758.00
31558,0.00:05:15.58,-9596.00,1758.00
31559,0.00:05:15.59,-9596.00,1758.00
31560,0.00:05:15.60,-9596.00,1758.00
31561,0.00:05:15.61,-9596.00,1757.00
31562,0.00:05:15.62,-9596.00,1758.00
31563,0.00:05:15.63,-9595.00,1758.00
31564,0.00:05:15.64,-9595.00,1758.00
31565,0.00:05:15.65,-9595.00,1758.00
31566,0.00:05:15.66,-9595.00,1758.00
31567,0.00:05:15.67,-9595.00,1758.00
31568,0.00:05:15.68,-9595.00,1758.00
31569,0.00:05:15.69,-9595.00,1758.00
31570,0.00:05:15.70,-9595.00,1758.00
31571,0.00:05:15.71,-9595.00,1757.00
31572,0.00:05:15.72,-9594.00,1758.00
31573,0.00:05:15.73,-9594.00,1757.00
31574,0.00:05:15.74,-9594.00,1758.00
31575,0.00:05:15.75,-9594.00,1758.00
31576,0.00:05:15.76,-9594.00,1758.00
31577,0.00:05:15.77,-9594.00,1758.00
31578,0.00:05:15.78,-9594.00,1757.00
31579,0.00:05:15.79,-9594.00,1757.00
31580,0.00:05:15.80,-9594.00,1758.00
31581,0.00:05:15.81,-9594.00,1757.00
31582,0.00:05:15.82,-9594.00,1757.00
31583,0.00:05:15.83,-9593.00,1757.00
31584,0.00:05:15.84,-9593.00,1757.00
31585,0.00:05:15.85,-9593.00,1757.00
31586,0.00:05:15.86,-9593.00,1757.00
31587,0.00:05:15.87,-9593.00,1757.00
31588,0.00:05:15.88,-9593.00,1757.00
31589,0.00:05:15.89,-9592.00,1757.00
31590,0.00:05:15.90,-9592.00,1757.00
31591,0.00:05:15.91,-9592.00,1757.00
31592,0.00:05:15.92,-9592.00,1757.00
31593,0.00:05:15.93,-9592.00,1757.00
31594,0.00:05:15.94,-9591.00,1757.00
31595,0.00:05:15.95,-9591.00,1757.00
31596,0.00:05:15.96,-9591.00,1757.00
31597,0.00:05:15.97,-9591.00,1757.00
31598,0.00:05:15.98,-9591.00,1757.00
31599,0.00:05:15.99,-9591.00,1757.00
31600,0.00:05:16.00,-9591.00,1757.00
31601,0.00:05:16.01,-9590.00,1757.00
31602,0.00:05:16.02,-9591.00,1757.00
31603,0.00:05:16.03,-9590.00,1757.00
31604,0.00:05:16.04,-9590.00,1756.00
31605,0.00:05:16.05,-9590.00,1756.00
31606,0.00:05:16.06,-9590.00,1757.00
31607,0.00:05:16.07,-9590.00,1757.00
31608,0.00:05:16.08,-9590.00,1757.00
31609,0.00:05:16.09,-9590.00,1757.00
31610,0.00:05:16.10,-9589.00,1756.00
31611,0.00:05:16.11,-9589.00,1756.00
31612,0.00:05:16.12,-9589.00,1756.00
31613,0.00:05:16.13,-9589.00,1756.00
31614,0.00:05:16.14,-9589.00,1756.00
31615,0.00:05:16.15,-9589.00,1756.00
31616,0.00:05:16.16,-9589.00,1756.00
31617,0.00:05:16.17,-9588.00,1756.00
31618,0.00:05:16.18,-9588.00,1756.00
31619,0.00:05:16.19,-9588.00,1756.00
31620,0.00:05:16.20,-9588.00,1756.00
31621,0.00:05:16.21,-9588.00,1756.00
31622,0.00:05:16.22,-9588.00,1756.00
31623,0.00:05:16.23,-9588.00,1756.00
31624,0.00:05:16.24,-9588.00,1756.00
31625,0.00:05:16.25,-9588.00,1756.00
31626,0.00:05:16.26,-9587.00,1756.00
31627,0.00:05:16.27,-9587.00,1756.00
31628,0.00:05:16.28,-9587.00,1756.00
31629,0.00:05:16.29,-9587.00,1756.00
31630,0.00:05:16.30,-9587.00,1756.00
31631,0.00:05:16.31,-9587.00,1756.00
31632,0.00:05:16.32,-9587.00,1756.00
31633,0.00:05:16.33,-9587.00,1756.00
31634,0.00:05:16.34,-9587.00,1756.00
31635,0.00:05:16.35,-9587.00,1756.00
31636,0.00:05:16.36,-9586.00,1756.00
31637,0.00:05:16.37,-9586.00,1756.00
31638,0.00:05:16.38,-9586.00,1756.00
31639,0.00:05:16.39,-9586.00,1755.00
31640,0.00:05:16.40,-9586.00,1756.00
31641,0.00:05:16.41,-9586.00,1756.00
31642,0.00:05:16.42,-9586.00,1756.00
31643,0.00:05:16.43,-9586.00,1756.00
31644,0.00:05:16.44,-9586.00,1756.00
31645,0.00:05:16.45,-9586.00,1755.00
31646,0.00:05:16.46,-9586.00,1756.00
31647,0.00:05:16.47,-9586.00,1755.00
31648,0.00:05:16.48,-9585.00,1756.00
31649,0.00:05:16.49,-9585.00,1755.00
31650,0.00:05:16.50,-9585.00,1755.00
31651,0.00:05:16.51,-9585.00,1755.00
31652,0.00:05:16.52,-9585.00,1756.00
31653,0.00:05:16.53,-9585.00,1755.00
31654,0.00:05:16.54,-9585.00,1755.00
31655,0.00:05:16.55,-9585.00,1755.00
31656,0.00:05:16.56,-9585.00,1755.00
31657,0.00:05:16.57,-9584.00,1755.00
31658,0.00:05:16.58,-9584.00,1755.00
31659,0.00:05:16.59,-9584.00,1755.00
31660,0.00:05:16.60,-9584.00,1755.00
31661,0.00:05:16.61,-9584.00,1755.00
31662,0.00:05:16.62,-9584.00,1755.00
31663,0.00:05:16.63,-9584.00,1755.00
31664,0.00:05:16.64,-9584.00,1755.00
31665,0.00:05:16.65,-9584.00,1755.00
31666,0.00:05:16.66,-9583.00,1755.00
31667,0.00:05:16.67,-9583.00,1755.00
31668,0.00:05:16.68,-9583.00,1756.00
31669,0.00:05:16.69,-9583.00,1755.00
31670,0.00:05:16.70,-9583.00,1755.00
31671,0.00:05:16.71,-9583.00,1755.00
31672,0.00:05:16.72,-9583.00,1755.00
31673,0.00:05:16.73,-9582.00,1755.00
31674,0.00:05:16.74,-9582.00,1755.00
31675,0.00:05:16.75,-9583.00,1755.00
31676,0.00:05:16.76,-9582.00,1755.00
31677,0.00:05:16.77,-9582.00,1755.00
31678,0.00:05:16.78,-9582.00,1755.00
31679,0.00:05:16.79,-9582.00,1755.00
31680,0.00:05:16.80,-9581.00,1754.00
31681,0.00:05:16.81,-9582.00,1755.00
31682,0.00:05:16.82,-9582.00,1755.00
31683,0.00:05:16.83,-9581.00,1755.00
31684,0.00:05:16.84,-9581.00,1755.00
31685,0.00:05:16.85,-9581.00,1755.00
31686,0.00:05:16.86,-9581.00,1755.00
31687,0.00:05:16.87,-9581.00,1755.00
31688,0.00:05:16.88,-9581.00,1755.00
31689,0.00:05:16.89,-9581.00,1755.00
31690,0.00:05:16.90,-9580.00,1755.00
31691,0.00:05:16.91,-9580.00,1755.00
31692,0.00:05:16.92,-9580.00,1755.00
31693,0.00:05:16.93,-9580.00,1754.00
31694,0.00:05:16.94,-9580.00,1755.00
31695,0.00:05:16.95,-9580.00,1755.00
31696,0.00:05:16.96,-9580.00,1755.00
31697,0.00:05:16.97,-9580.00,1755.00
31698,0.00:05:16.98,-9579.00,1754.00
31699,0.00:05:16.99,-9580.00,1755.00
31700,0.00:05:17.00,-9579.00,1754.00
31701,0.00:05:17.01,-9579.00,1754.00
31702,0.00:05:17.02,-9579.00,1754.00
31703,0.00:05:17.03,-9579.00,1755.00
31704,0.00:05:17.04,-9579.00,1755.00
31705,0.00:05:17.05,-9579.00,1754.00
31706,0.00:05:17.06,-9579.00,1754.00
31707,0.00:05:17.07,-9579.00,1754.00
31708,0.00:05:17.08,-9579.00,1754.00
31709,0.00:05:17.09,-9579.00,1754.00
31710,0.00:05:17.10,-9579.00,1754.00
31711,0.00:05:17.11,-9578.00,1754.00
31712,0.00:05:17.12,-9578.00,1754.00
31713,0.00:05:17.13,-9578.00,1754.00
31714,0.00:05:17.14,-9578.00,1754.00
31715,0.00:05:17.15,-9578.00,1754.00
31716,0.00:05:17.16,-9578.00,1754.00
31717,0.00:05:17.17,-9578.00,1754.00
31718,0.00:05:17.18,-9578.00,1754.00
31719,0.00:05:17.19,-9578.00,1754.00
31720,0.00:05:17.20,-9578.00,1754.00
31721,0.00:05:17.21,-9578.00,1754.00
31722,0.00:05:17.22,-9578.00,1754.00
31723,0.00:05:17.23,-9578.00,1754.00
31724,0.00:05:17.24,-9577.00,1754.00
31725,0.00:05:17.25,-9577.00,1754.00
31726,0.00:05:17.26,-9577.00,1754.00
31727,0.00:05:17.27,-9577.00,1754.00
31728,0.00:05:17.28,-9577.00,1754.00
31729,0.00:05:17.29,-9577.00,1754.00
31730,0.00:05:17.30,-9577.00,1754.00
31731,0.00:05:17.31,-9577.00,1754.00
31732,0.00:05:17.32,-9577.00,1754.00
31733,0.00:05:17.33,-9577.00,1754.00
31734,0.00:05:17.34,-9577.00,1754.00
31735,0.00:05:17.35,-9577.00,1753.00
31736,0.00:05:17.36,-9577.00,1754.00
31737,0.00:05:17.37,-9576.00,1753.00
31738,0.00:05:17.38,-9576.00,1753.00
31739,0.00:05:17.39,-9576.00,1753.00
31740,0.00:05:17.40,-9576.00,1753.00
31741,0.00:05:17.41,-9576.00,1753.00
31742,0.00:05:17.42,-9576.00,1754.00
31743,0.00:05:17.43,-9576.00,1753.00
31744,0.00:05:17.44,-9576.00,1753.00
31745,0.00:05:17.45,-9576.00,1753.00
31746,0.00:05:17.46,-9575.00,1753.00
31747,0.00:05:17.47,-9575.00,1753.00
31748,0.00:05:17.48,-9575.00,1753.00
31749,0.00:05:17.49,-9575.00,1753.00
31750,0.00:05:17.50,-9575.00,1753.00
31751,0.00:05:17.51,-9575.00,1753.00
31752,0.00:05:17.52,-9575.00,1753.00
31753,0.00:05:17.53,-9574.00,1753.00
31754,0.00:05:17.54,-9575.00,1753.00
31755,0.00:05:17.55,-9574.00,1753.00
31756,0.00:05:17.56,-9574.00,1753.00
31757,0.00:05:17.57,-9574.00,1753.00
31758,0.00:05:17.58,-9574.00,1753.00
31759,0.00:05:17.59,-9574.00,1753.00
31760,0.00:05:17.60,-9574.00,1753.00
31761,0.00:05:17.61,-9574.00,1753.00
31762,0.00:05:17.62,-9574.00,1753.00
31763,0.00:05:17.63,-9574.00,1753.00
31764,0.00:05:17.64,-9573.00,1753.00
31765,0.00:05:17.65,-9573.00,1753.00
31766,0.00:05:17.66,-9573.00,1753.00
31767,0.00:05:17.67,-9573.00,1753.00
31768,0.00:05:17.68,-9573.00,1753.00
31769,0.00:05:17.69,-9573.00,1753.00
31770,0.00:05:17.70,-9573.00,1752.00
31771,0.00:05:17.71,-9573.00,1753.00
31772,0.00:05:17.72,-9572.00,1753.00
31773,0.00:05:17.73,-9572.00,1753.00
31774,0.00:05:17.74,-9572.00,1752.00
31775,0.00:05:17.75,-9572.00,1753.00
31776,0.00:05:17.76,-9572.00,1752.00
31777,0.00:05:17.77,-9572.00,1753.00
31778,0.00:05:17.78,-9572.00,1753.00
31779,0.00:05:17.79,-9572.00,1753.00
31780,0.00:05:17.80,-9572.00,1752.00
31781,0.00:05:17.81,-9572.00,1752.00
31782,0.00:05:17.82,-9571.00,1752.00
31783,0.00:05:17.83,-9571.00,1752.00
31784,0.00:05:17.84,-9571.00,1752.00
31785,0.00:05:17.85,-9571.00,1752.00
31786,0.00:05:17.86,-9571.00,1752.00
31787,0.00:05:17.87,-9571.00,1752.00
31788,0.00:05:17.88,-9570.00,1753.00
31789,0.00:05:17.89,-9570.00,1752.00
31790,0.00:05:17.90,-9570.00,1752.00
31791,0.00:05:17.91,-9570.00,1752.00
31792,0.00:05:17.92,-9570.00,1752.00
31793,0.00:05:17.93,-9570.00,1752.00
31794,0.00:05:17.94,-9570.00,1752.00
31795,0.00:05:17.95,-9570.00,1752.00
31796,0.00:05:17.96,-9570.00,1752.00
31797,0.00:05:17.97,-9570.00,1752.00
31798,0.00:05:17.98,-9569.00,1752.00
31799,0.00:05:17.99,-9570.00,1752.00
31800,0.00:05:18.00,-9569.00,1752.00
31801,0.00:05:18.01,-9569.00,1752.00
31802,0.00:05:18.02,-9569.00,1752.00
31803,0.00:05:18.03,-9569.00,1752.00
31804,0.00:05:18.04,-9569.00,1752.00
31805,0.00:05:18.05,-9569.00,1752.00
31806,0.00:05:18.06,-9569.00,1752.00
31807,0.00:05:18.07,-9569.00,1752.00
31808,0.00:05:18.08,-9569.00,1752.00
31809,0.00:05:18.09,-9569.00,1752.00
31810,0.00:05:18.10,-9569.00,1752.00
31811,0.00:05:18.11,-9569.00,1752.00
31812,0.00:05:18.12,-9569.00,1752.00
31813,0.00:05:18.13,-9568.00,1752.00
31814,0.00:05:18.14,-9568.00,1752.00
31815,0.00:05:18.15,-9568.00,1752.00
31816,0.00:05:18.16,-9568.00,1752.00
31817,0.00:05:18.17,-9568.00,1752.00
31818,0.00:05:18.18,-9568.00,1752.00
